대학 입학 구분,진로 선택 및 취업준비 프로그램 참여 횟수,GPA,학자금대출 금액,휴학 횟수,석사/박사 재학여부
1,4,75.56,0,0,0
1,0,77.78,3000,0,4
1,6,77.78,0,0,0
1,8,71.11,0,0,0
1,1,55.56,400,1,0
1,1,84.44,0,1,0
1,2,77.78,0,1,0
1,2,86.67,0,1,0
1,2,84.44,0,0,1
1,0,77.78,0,0,0
1,3,73.33,0,1,0
1,6,82.22,0,0,0
2,4,86.67,0,1,0
1,2,66.67,0,1,0
1,1,75.56,0,1,0
1,3,91.11,200,0,0
1,2,93.33,0,1,0
1,4,86.67,0,1,0
1,7,84.44,0,0,0
1,5,71.11,0,1,0
1,0,66.67,1500,1,0
1,3,86.67,900,1,0
1,3,77.78,96,2,0
1,6,82.22,0,1,0
2,0,71.11,0,0,1
2,1,75.56,0,1,0
1,2,66.67,0,2,0
1,2,91.11,0,1,0
1,4,86.67,0,1,0
1,8,84.44,0,0,0
1,3,75.56,3000,1,0
1,4,82.22,1100,0,0
1,0,68.89,0,1,0
1,0,71.11,1200,1,0
1,1,77.78,2300,0,0
1,3,73.33,800,0,0
1,2,75.56,0,0,0
1,3,86.67,0,0,0
1,0,71.11,0,1,0
1,4,82.22,3000,0,2
1,3,84.44,0,0,4
1,5,77.78,0,1,0
1,6,84.44,0,1,1
1,7,80,0,1,0
1,2,73.33,0,0,1
1,0,84.44,0,0,0
2,8,68.89,3000,0,0
1,1,73.33,0,0,0
1,0,77.78,0,0,2
2,4,88.89,1200,1,0
2,4,86.67,0,0,0
1,0,91.11,0,0,0
1,8,91.11,0,1,0
1,6,97.78,0,0,0
1,3,84.44,0,0,0
1,2,82.22,0,1,0
2,4,77.78,800,0,0
2,3,64.44,0,0,0
1,3,62.22,0,1,0
1,3,77.78,0,0,1
1,1,80,0,0,1
1,0,80,700,1,0
1,5,88.89,0,0,1
1,0,71.11,0,1,0
1,5,84.44,0,0,0
1,2,88.89,0,0,1
1,4,93.33,60,2,0
1,3,71.11,0,2,0
1,3,88.89,0,1,0
1,5,80,0,1,0
1,0,71.11,0,0,0
1,5,86.67,0,0,0
2,5,77.78,0,0,0
1,1,73.33,0,1,0
1,1,66.67,0,0,0
1,5,93.33,0,0,1
1,3,80,0,1,0
1,6,88.89,0,0,0
1,2,66.67,0,3,0
1,0,84.44,0,1,4
1,1,93.33,900,0,0
1,3,88.89,0,1,0
1,0,91.11,0,0,1
1,5,68.89,2000,0,0
1,3,60,1200,1,0
1,2,71.11,0,1,0
1,1,86.67,0,0,2
2,0,71.11,0,3,0
1,1,75.56,0,0,0
1,0,77.78,0,0,0
1,4,77.78,0,1,0
1,0,88.89,0,3,1
1,0,88.89,150,0,1
1,3,80,0,0,4
1,1,91.11,0,0,0
1,3,86.67,0,1,0
1,0,84.44,0,0,1
1,2,93.33,1300,1,0
1,0,84.44,400,1,0
1,4,71.11,0,0,0
1,2,66.67,0,2,0
1,1,62.22,2600,3,0
1,2,84.44,0,0,2
1,4,82.22,0,0,0
1,2,84.44,0,0,1
1,2,86.67,0,1,0
1,0,88.89,0,3,0
1,2,60,800,1,0
1,2,68.89,280,0,0
1,3,84.44,0,1,0
1,3,73.33,1000,0,1
1,3,80,1100,0,0
1,1,66.67,0,1,2
1,0,66.67,0,1,0
1,4,60,0,0,0
1,1,62.22,0,2,0
1,2,66.67,0,1,0
1,3,73.33,2700,1,0
1,3,91.11,0,0,0
1,0,77.78,0,0,0
1,4,66.67,0,1,2
1,1,57.78,3500,0,0
1,5,66.67,2000,1,1
1,0,66.67,0,1,0
1,3,82.22,600,1,0
1,5,82.22,0,0,0
1,3,80,0,0,0
1,0,84.44,0,1,1
1,2,82.22,0,1,0
1,2,66.67,0,0,0
1,4,91.11,0,1,0
1,1,88.89,0,1,1
1,2,93.33,0,0,0
2,5,73.33,1500,1,0
1,0,88.89,0,0,0
1,0,75.56,0,2,0
1,2,75.56,0,1,0
1,0,88.89,0,0,1
1,0,77.78,0,1,0
1,0,86.67,0,0,1
1,3,82.22,0,0,1
2,0,84.44,4000,0,1
1,2,84.44,300,1,0
1,0,82.22,0,0,0
1,0,86.67,0,0,0
1,0,88.89,2000,0,0
1,0,73.33,0,0,0
1,1,77.78,2000,0,0
1,1,82.22,0,0,0
2,0,88.89,0,0,0
1,1,77.78,0,0,0
1,1,82.22,0,0,0
2,0,80,800,0,0
1,4,66.67,0,0,0
1,4,95.56,0,0,0
1,0,93.33,0,0,1
1,2,84.44,0,0,0
1,0,86.67,0,0,1
1,0,77.78,2000,0,0
1,2,86.67,0,0,0
1,0,86.67,0,0,0
1,1,86.67,0,0,0
2,0,80,0,0,0
1,0,80,6000,0,0
1,0,77.78,0,0,0
1,4,66.67,400,0,0
1,5,91.11,0,0,0
1,0,80,0,0,0
1,3,91.11,0,0,0
1,2,66.67,0,0,0
1,3,75.56,2000,0,0
1,0,95.56,1600,0,0
1,0,77.78,600,0,0
1,3,80,0,0,0
1,4,80,0,0,0
1,4,77.78,250,0,0
1,5,75.56,0,1,0
1,2,68.89,1500,0,0
2,2,84.44,0,0,0
1,1,75.56,0,0,0
1,2,84.44,0,0,0
1,0,95.56,0,0,0
2,0,77.78,300,1,0
1,6,84.44,0,1,0
1,1,77.78,1000,0,0
2,1,84.44,2000,0,0
2,0,80.24,0,0,0
1,0,84.44,0,0,0
1,4,86.67,0,1,0
1,5,86.67,0,0,0
1,2,77.78,0,0,0
2,0,77.78,0,0,0
2,1,71.11,0,0,2
1,1,82.22,0,0,0
2,0,66.67,0,0,0
1,2,86.67,1500,0,0
1,1,80,0,0,0
1,1,71.11,0,0,1
1,0,77.78,0,0,0
2,0,84.44,0,0,0
1,7,66.67,0,0,0
1,6,91.11,0,1,0
1,1,71.11,3000,1,0
1,1,82.22,0,1,0
1,3,93.33,0,0,0
1,7,84.44,0,0,0
1,2,66.67,0,0,0
1,3,62.22,0,1,0
1,3,82.22,0,0,0
2,2,86.67,0,0,0
1,3,66.67,0,0,0
1,0,80,0,0,0
1,1,77.78,3100,0,0
1,2,75.56,0,1,0
1,5,62.22,3000,1,0
1,4,84.44,0,0,0
1,6,66.67,0,1,0
2,2,84.44,1000,0,0
1,4,66.67,1300,0,0
1,4,93.33,0,0,0
1,4,66.67,0,1,0
1,1,86.67,0,0,0
1,4,77.78,0,0,0
1,0,93.33,0,0,0
2,0,66.67,0,0,0
1,0,93.33,0,0,0
1,3,77.78,0,1,1
1,0,66.67,1200,0,0
1,0,84.44,0,0,0
1,3,88.89,0,0,0
1,3,80,0,0,0
1,0,60,0,0,0
1,0,66.67,0,0,0
1,2,75.56,0,0,0
1,4,82.22,850,1,0
1,2,86.67,0,0,0
1,2,71.11,0,0,0
1,1,66.67,2000,0,0
1,1,82.22,750,2,0
1,3,84.44,0,0,0
1,4,77.78,0,0,0
1,0,84.44,0,0,0
1,1,88.89,450,0,0
1,0,77.78,0,0,0
1,2,71.11,0,1,0
1,0,82.22,0,0,0
1,2,84.44,0,0,0
1,6,84.44,200,1,0
1,2,82.22,0,0,1
1,2,84.44,700,1,0
1,2,82.22,0,1,0
1,1,71.11,0,0,0
2,3,66.67,3000,0,0
1,1,77.78,0,0,0
1,2,75.56,0,1,0
1,2,73.33,0,0,0
1,1,93.33,0,1,0
1,0,93.33,0,0,1
1,0,84.44,4000,1,0
1,3,80,0,1,0
1,4,86.67,0,0,0
1,2,82.22,0,2,1
1,4,77.78,0,1,0
1,3,80,0,1,0
1,0,82.22,2500,0,0
2,2,71.11,0,0,0
1,2,86.67,3000,0,0
1,3,80,200,0,0
1,1,66.67,2500,1,0
1,0,84.44,0,1,0
1,0,71.11,0,1,0
1,6,66.67,600,3,0
1,2,80,0,1,0
1,1,88.89,3000,2,0
1,1,82.22,4000,1,0
1,2,73.33,0,0,0
1,0,88.89,0,0,0
1,0,77.78,1500,1,0
1,1,86.67,0,1,0
1,1,84.44,0,1,0
1,1,88.89,0,0,0
1,1,84.44,0,2,0
1,4,82.22,0,1,0
1,2,77.78,0,1,0
1,6,71.11,4000,1,0
1,2,84.44,0,1,0
1,1,82.22,0,2,0
1,4,80,0,0,0
1,3,86.67,0,0,0
1,0,77.78,4500,0,0
1,2,84.44,2200,2,0
1,1,91.11,0,1,0
1,0,66.67,2000,1,0
1,4,77.78,1600,0,0
1,4,82.22,2800,1,0
1,3,88.89,0,0,0
2,5,88.89,2000,0,0
1,4,86.67,700,0,0
1,1,77.78,0,0,0
1,0,77.78,0,0,0
1,2,82.22,0,0,0
1,3,82.22,0,0,0
1,0,77.78,0,0,0
1,4,68.89,0,2,0
1,5,84.44,450,0,0
1,3,66.67,1400,2,0
1,0,82.22,0,1,0
1,4,88.89,4000,1,0
1,1,80,0,1,0
1,0,82.22,0,3,0
1,2,82.22,0,1,0
1,0,55.56,0,0,0
1,3,75.56,0,1,0
1,0,84.44,0,0,0
1,0,84.44,40,1,0
1,1,77.78,500,0,0
1,1,88.89,0,0,0
1,0,86.67,370,0,0
1,4,88.89,0,0,0
2,3,95.56,0,0,0
1,4,73.33,0,0,0
1,0,77.78,0,0,0
1,0,82.22,0,1,0
1,2,80,3000,2,0
2,0,88.89,0,0,0
1,1,93.33,2000,0,0
1,0,88.89,0,0,1
1,4,84.44,400,1,0
2,0,82.22,700,1,0
1,0,80,600,0,0
2,3,62.22,0,0,0
1,0,80,0,1,0
1,1,66.67,1000,2,0
1,0,86.67,0,0,0
1,2,66.67,0,1,0
1,0,71.11,2600,1,0
1,2,71.11,0,1,0
1,0,77.78,1000,0,0
1,0,84.44,2000,1,1
1,0,95.56,0,0,0
1,1,88.89,0,0,1
1,0,77.78,0,0,0
1,0,84.44,235,2,1
1,2,97.78,0,0,1
1,4,77.78,2000,0,0
1,2,75.56,500,0,0
1,1,80,0,2,0
1,0,93.33,0,0,0
1,1,77.78,0,1,0
1,2,84.44,0,0,0
1,7,91.11,400,1,0
1,2,84.44,0,0,0
1,2,75.56,0,0,0
1,2,66.67,0,0,0
1,3,93.33,0,0,0
1,0,84.44,0,1,0
1,2,82.22,0,0,1
2,1,84.44,0,0,0
1,0,95.56,0,1,0
1,4,75.56,0,0,1
1,2,95.56,0,0,1
1,0,91.11,0,1,0
1,1,66.67,0,0,0
1,2,91.11,1200,0,0
2,0,77.78,0,0,0
1,3,84.44,0,0,0
1,0,88.89,0,1,1
1,0,73.33,0,1,0
1,4,86.67,0,0,0
2,0,77.78,0,0,1
1,0,86.67,0,1,0
1,3,84.44,0,0,1
1,1,68.89,0,1,0
1,2,84.44,700,1,0
1,0,71.11,0,0,0
1,1,71.11,1000,0,0
1,5,86.67,3000,1,0
1,1,84.44,300,1,1
1,1,84.44,0,1,0
1,2,66.67,1800,1,0
1,5,60,3000,2,0
1,0,84.44,0,1,0
1,1,84.44,0,0,0
1,0,77.78,0,1,0
1,3,86.67,0,0,0
1,0,55.56,0,0,0
1,2,77.78,0,0,0
1,0,75.56,3420,1,0
1,2,95.56,0,1,0
1,0,80,0,0,0
2,0,71.11,1000,0,0
1,0,88.89,1500,2,0
1,1,86.67,500,0,0
1,0,66.67,4000,2,0
1,1,73.33,200,0,0
1,0,82.22,0,0,1
1,2,82.22,3300,0,1
1,2,88.89,1300,1,0
1,0,77.78,0,0,1
2,2,88.89,400,0,0
1,1,80,0,0,1
1,0,73.33,0,0,0
1,0,71.11,0,0,0
1,0,66.67,1500,3,0
1,3,62.22,600,0,0
1,0,86.67,0,0,1
1,0,88.89,0,1,1
1,0,60,5000,2,1
1,0,71.11,0,0,0
1,0,84.44,0,0,0
1,0,73.33,0,2,0
1,3,93.33,1000,1,1
1,1,66.67,0,0,0
1,2,66.67,0,1,0
1,1,88.89,0,1,0
1,3,84.44,0,0,0
1,0,60,0,0,0
1,2,84.44,0,0,0
1,1,80,1000,1,0
1,2,71.11,0,0,0
1,5,88.89,0,0,0
1,2,77.78,0,0,0
1,0,88.89,0,0,0
1,5,84.44,0,0,0
1,4,95.56,0,0,0
1,3,73.33,0,0,0
1,1,82.22,0,1,0
1,5,66.67,0,1,0
1,1,62.22,0,0,0
1,5,82.22,600,0,0
1,2,84.44,0,0,0
2,0,66.67,0,0,0
1,6,84.44,0,1,0
1,2,66.67,0,0,0
1,4,77.78,0,1,0
1,0,95.56,0,0,0
1,7,93.33,240,0,0
1,2,84.44,0,0,0
1,0,91.11,0,0,0
1,0,97.78,0,0,0
1,0,66.67,0,0,0
1,4,80,0,0,0
1,7,88.89,0,0,0
1,4,86.67,0,1,0
1,8,77.78,300,1,0
1,6,95.56,0,0,0
1,4,77.78,0,1,0
1,7,93.33,0,0,0
1,8,84.44,0,0,0
1,3,88.89,0,0,0
1,0,82.22,0,0,0
1,3,86.67,0,0,0
1,4,86.67,0,0,0
1,1,80,0,0,0
1,0,86.67,0,0,0
1,0,84.44,1200,1,0
1,0,95.56,0,0,0
1,2,66.67,0,0,0
1,3,91.11,0,0,0
1,4,82.22,100,0,0
1,5,84.44,0,0,0
1,3,71.11,0,0,0
1,2,95.56,0,1,0
1,4,88.89,0,0,0
1,1,73.33,0,1,0
2,5,93.33,0,0,0
1,6,77.78,0,0,0
1,0,55.56,0,1,0
1,5,77.78,0,0,0
1,0,91.11,980,0,0
1,0,66.67,0,0,0
1,1,93.33,0,0,0
1,0,84.44,0,0,0
1,8,82.22,0,0,0
1,0,88.89,0,0,0
1,1,95.56,0,0,0
1,0,95.56,0,0,0
1,2,82.22,329,0,0
1,1,82.22,0,0,0
1,4,86.67,0,0,0
1,0,93.33,0,0,0
1,1,84.44,0,0,0
1,2,95.56,0,0,0
1,0,88.89,0,0,0
1,0,77.78,0,0,0
1,4,88.89,0,0,0
1,2,75.56,0,0,0
1,3,84.44,0,0,0
1,0,86.67,0,0,0
1,7,71.11,0,0,0
1,5,84.44,0,0,0
1,2,84.44,1000,0,0
1,0,82.22,0,0,0
1,2,88.89,0,0,0
1,4,100,0,0,0
1,1,77.78,0,1,0
1,0,93.33,0,0,0
1,1,84.44,0,0,0
1,2,77.78,0,0,0
2,3,95.56,0,0,0
1,0,88.89,0,0,0
2,5,84.44,0,0,0
1,2,84.44,0,0,0
1,5,86.67,0,0,0
1,3,88.89,0,0,0
1,4,93.33,200,0,0
1,8,82.22,0,1,0
1,2,80,0,0,0
1,6,80,0,0,0
1,4,100,0,0,0
1,6,95.56,0,0,0
1,0,77.78,1000,1,0
1,2,82.22,0,0,0
1,0,77.78,0,0,0
1,3,66.67,0,0,0
1,2,88.89,0,1,0
1,2,80,0,0,0
1,0,93.33,0,0,0
1,2,84.44,2500,0,0
1,0,82.22,100,0,0
1,3,93.33,0,0,0
2,0,86.67,0,0,0
1,3,88.89,0,0,0
1,4,97.78,0,0,0
1,6,95.56,800,0,0
1,1,71.11,0,0,0
1,4,77.78,0,0,0
1,6,77.78,0,1,0
1,0,64.44,0,0,0
1,2,66.67,0,0,0
1,1,91.11,200,0,0
1,5,84.44,0,0,0
1,6,77.78,0,0,0
1,3,82.22,0,1,0
1,1,91.11,300,1,0
1,0,77.78,0,0,0
1,1,77.78,0,0,0
1,1,86.67,0,0,0
1,3,95.56,0,0,0
1,5,84.44,0,0,0
1,4,71.11,0,0,0
1,0,84.44,0,0,0
1,1,91.11,0,0,0
1,2,84.44,0,1,0
1,5,77.78,0,2,0
1,6,86.67,0,0,0
1,0,88.89,0,0,0
1,2,82.22,0,0,0
1,8,77.78,0,0,0
1,3,57.78,0,1,0
1,5,84.44,0,0,0
1,0,73.33,0,0,0
1,8,91.11,0,0,0
1,1,86.67,0,0,0
1,0,84.44,0,0,0
1,3,44.44,0,1,0
1,1,84.44,400,0,0
1,8,82.22,0,1,0
1,4,88.89,2800,1,0
1,1,84.44,1300,1,0
1,6,71.11,0,0,0
1,4,82.22,0,0,0
1,1,95.56,0,0,0
1,4,88.89,0,0,0
1,7,95.56,0,0,0
1,3,86.67,0,0,0
1,8,88.89,0,0,0
1,0,93.33,0,0,0
1,2,88.89,0,0,0
1,2,68.89,0,1,0
1,5,93.33,0,0,0
1,3,80,0,0,0
1,7,68.89,0,0,0
1,6,95.56,0,1,0
1,2,95.56,110,0,0
1,0,80,0,0,0
1,4,86.67,500,1,0
1,5,93.33,0,0,0
1,2,57.78,0,0,0
1,0,77.78,600,1,0
1,0,82.22,0,0,0
1,0,86.67,400,1,0
1,4,86.67,0,0,0
1,0,82.22,0,0,0
1,0,77.78,0,2,0
1,4,93.33,0,0,0
1,3,66.67,0,0,0
1,0,55.56,0,0,0
1,4,55.56,0,0,0
2,3,91.11,0,0,0
1,1,93.33,0,0,0
1,3,73.33,0,0,0
1,4,97.78,0,0,0
1,3,84.44,0,0,0
1,0,62.22,0,1,0
1,1,82.22,0,0,0
1,3,88.89,1800,0,0
1,5,84.44,0,1,0
1,6,55.56,0,0,0
1,2,73.33,0,1,0
1,0,77.78,0,0,0
1,3,91.11,0,0,0
1,1,84.44,0,0,0
1,0,100,0,0,0
1,5,82.22,0,0,0
1,4,86.67,0,1,0
2,3,93.33,0,0,0
1,0,88.89,0,0,0
1,4,91.11,0,0,0
1,5,86.67,150,0,0
1,0,91.11,0,0,0
1,0,77.78,0,0,0
1,0,88.89,0,0,0
1,0,77.78,0,0,0
1,0,84.44,0,0,0
1,4,86.67,900,0,0
1,6,66.67,500,0,0
1,6,86.67,2000,0,0
1,0,82.22,0,1,0
1,3,86.67,0,0,0
1,5,77.78,0,0,0
1,5,91.11,1000,0,0
1,3,95.56,0,0,0
1,7,73.33,0,1,0
1,4,75.56,0,1,0
1,4,77.78,0,1,0
1,2,44.44,0,0,0
1,3,88.89,600,0,0
1,4,77.78,0,0,0
1,7,60,0,0,0
1,6,77.78,150,0,0
1,6,60,0,0,0
1,0,93.33,0,0,0
1,8,93.33,0,0,0
1,7,93.33,0,0,0
1,5,84.44,0,0,0
1,6,84.44,0,0,0
2,5,71.11,0,1,0
1,1,86.67,0,0,0
1,2,86.67,0,0,0
1,1,71.11,0,0,0
1,4,84.44,1000,0,0
1,5,86.67,0,0,0
1,3,93.33,0,0,0
1,3,73.33,0,0,0
1,3,95.56,860,0,0
2,0,88.89,0,0,0
1,1,66.67,500,0,0
1,3,66.67,0,0,0
1,2,86.67,0,0,0
1,3,77.78,0,1,0
1,0,86.67,0,0,0
1,2,93.33,0,0,0
1,6,84.44,0,0,0
1,1,84.44,0,0,0
1,2,71.11,0,1,0
1,0,84.44,180,0,0
1,8,84.44,0,0,0
1,3,93.33,700,0,0
1,5,46.67,0,0,0
1,7,77.78,0,0,0
1,3,77.78,0,0,0
1,5,66.67,1000,1,0
1,2,66.67,0,0,0
1,4,97.78,0,0,0
1,4,84.44,100,0,0
1,5,71.11,0,0,0
1,5,82.22,0,0,0
1,8,77.78,0,0,0
2,0,77.78,500,0,0
1,5,73.33,0,0,0
1,3,84.44,0,1,0
1,7,80,0,0,0
1,0,84.44,280,0,0
2,5,97.78,0,0,0
1,0,86.67,0,0,0
1,2,71.11,500,0,0
1,2,73.33,0,0,0
1,0,71.11,0,0,0
1,2,88.89,0,0,0
1,0,86.67,0,0,0
1,1,88.89,0,0,0
1,0,66.67,0,0,0
2,2,66.67,300,0,0
2,4,86.67,0,1,0
1,1,86.67,0,0,0
1,4,84.44,0,0,0
1,0,93.33,0,0,0
1,1,75.56,0,0,0
1,0,88.89,0,0,0
1,2,84.44,2100,2,0
1,4,77.78,0,0,0
1,8,77.78,0,0,0
1,0,64.44,0,0,0
1,2,93.33,0,0,0
1,6,86.67,0,0,0
1,3,93.33,1900,0,0
1,2,88.89,0,0,0
1,4,84.44,0,1,0
1,2,66.67,0,0,0
1,4,91.11,0,0,0
1,2,95.56,500,0,0
1,4,97.78,0,0,0
1,4,84.44,600,0,0
1,3,80,0,0,0
1,7,95.56,0,0,0
1,5,77.78,0,1,0
1,3,93.33,340,0,0
1,6,88.89,0,0,0
1,1,80,0,0,0
1,2,93.33,0,0,0
1,3,84.44,0,0,0
1,0,91.11,0,0,0
1,5,88.89,0,0,0
1,0,84.44,0,0,0
1,2,86.67,0,0,0
1,8,93.33,0,1,0
1,0,84.44,0,1,0
1,0,64.44,900,0,0
1,0,97.78,0,0,0
1,1,91.11,1300,1,0
2,0,66.67,1800,0,0
1,5,77.78,0,0,0
1,3,66.67,0,0,0
1,4,95.56,0,0,0
1,2,71.11,0,0,0
1,4,62.22,0,0,0
1,7,95.56,0,0,0
1,0,84.44,0,0,0
1,4,97.78,0,0,0
1,4,82.22,0,0,0
1,5,95.56,0,1,0
1,1,82.22,0,0,0
1,0,77.78,150,0,0
1,3,84.44,0,1,0
1,0,88.89,0,0,0
1,8,86.67,1200,0,0
1,1,84.44,0,0,0
1,0,73.33,0,0,0
1,2,84.44,0,0,0
1,0,66.67,0,0,0
1,0,86.67,0,0,0
1,1,88.89,0,0,0
1,3,80,0,0,0
1,2,88.89,0,0,0
1,5,86.67,0,0,1
1,1,66.67,600,0,0
1,2,73.33,0,0,1
1,1,84.44,0,0,0
1,2,66.67,0,0,0
1,0,80,2000,1,0
1,7,91.11,0,1,0
1,1,82.22,0,1,0
2,0,91.11,0,1,0
1,5,86.67,0,2,0
1,1,62.22,0,0,1
1,4,71.11,0,3,0
1,1,88.89,0,1,0
1,1,77.78,0,1,0
1,5,71.11,3500,2,0
1,2,77.78,0,1,0
1,0,77.78,2000,0,0
1,5,84.44,0,0,1
1,5,84.44,800,2,0
1,1,55.56,0,0,0
1,1,84.44,0,0,0
1,0,91.11,0,0,0
1,5,77.78,0,1,0
1,3,82.22,0,1,0
1,4,71.11,0,1,0
1,0,71.11,0,0,1
1,3,93.33,180,1,0
1,5,80,1000,1,0
1,4,66.67,1000,0,0
1,5,86.67,400,1,0
1,5,75.56,1200,1,0
1,1,66.67,0,1,0
1,4,71.11,0,1,0
1,4,66.67,0,1,0
1,3,62.22,0,2,0
1,0,95.56,0,0,0
1,0,84.44,0,0,0
1,5,84.44,0,0,0
1,0,86.67,0,1,0
1,4,66.67,0,2,0
1,3,88.89,360,3,0
1,5,82.22,0,0,0
1,0,80,0,1,0
1,0,64.44,2000,1,1
1,2,80,0,0,0
1,4,82.22,0,0,0
1,1,80,0,0,0
1,2,71.11,0,0,0
2,2,84.44,0,0,0
2,0,62.22,0,1,0
2,4,93.33,0,0,0
1,3,77.78,300,1,0
1,8,84.44,0,1,0
1,4,80,0,2,0
1,0,82.22,0,1,1
1,0,66.67,0,2,0
1,3,80,0,2,0
1,3,84.44,0,0,0
1,0,88.89,0,1,1
1,2,82.22,1000,1,0
1,5,77.78,0,1,0
1,4,80,1500,1,0
1,1,80,0,0,0
1,2,84.44,0,2,0
1,0,93.33,0,0,0
1,4,93.33,0,0,0
1,0,73.33,800,1,0
1,1,93.33,0,1,0
1,1,93.33,0,0,1
1,6,86.67,0,1,0
1,1,82.22,1400,1,0
1,3,91.11,600,2,0
1,3,62.22,1000,2,0
1,2,68.89,900,0,0
1,0,91.11,0,0,1
1,3,86.67,0,0,0
1,1,77.78,600,1,0
1,3,44.44,900,1,0
2,2,91.11,0,0,1
2,1,68.89,2000,0,1
1,3,84.44,0,0,0
1,4,82.22,2000,0,0
1,2,86.67,1000,1,1
1,1,93.33,0,0,0
1,5,80.24,0,0,0
1,5,71.11,500,0,0
1,5,88.89,0,0,0
1,3,95.56,0,0,0
1,0,84.44,0,0,0
1,0,68.89,0,1,0
1,3,91.11,0,0,1
1,0,80,0,0,1
1,2,84.44,0,0,0
1,3,82.22,0,1,0
2,0,71.11,0,0,0
1,5,66.67,0,1,0
1,4,75.56,0,1,0
1,2,80,600,0,0
1,3,73.33,0,2,0
1,4,71.11,1000,1,0
1,1,88.89,0,1,0
1,0,91.11,0,0,0
1,2,68.89,0,1,0
1,0,86.67,0,0,0
1,1,77.78,0,0,0
1,1,75.56,0,1,0
1,2,95.56,0,2,1
1,4,77.78,0,0,0
1,4,91.11,0,0,0
2,3,77.78,0,0,1
1,2,84.44,0,0,0
1,0,82.22,0,0,0
1,4,88.89,0,0,0
1,0,66.67,400,3,0
1,5,75.56,400,1,0
1,4,82.22,4000,1,0
1,1,86.67,0,1,0
1,1,77.78,600,1,1
1,1,88.89,0,0,1
1,8,75.56,0,0,0
1,0,80,0,0,0
1,2,88.89,0,0,0
1,4,75.56,0,2,0
1,2,84.44,0,0,0
1,1,73.33,0,2,0
1,4,84.44,0,1,0
1,0,86.67,0,1,0
1,7,84.44,0,0,0
1,0,68.89,0,1,0
2,5,71.11,1000,1,0
1,3,77.78,0,0,0
1,0,60,0,1,0
1,4,66.67,0,2,0
1,1,88.89,0,1,0
1,3,88.89,0,1,0
1,1,88.89,0,1,0
1,2,84.44,0,2,0
1,5,86.67,0,1,0
1,0,86.67,0,1,0
1,4,86.67,1200,0,0
1,6,88.89,0,0,1
1,2,77.78,0,1,0
2,7,68.89,0,0,0
1,4,80,2000,1,0
1,0,77.78,0,2,0
1,4,93.33,0,1,1
1,0,77.78,200,1,1
1,2,77.78,0,1,0
1,3,95.56,0,2,0
2,0,84.44,0,0,0
1,4,80,0,0,1
1,4,84.44,1000,2,0
1,3,91.11,0,1,0
1,1,75.56,0,1,0
1,2,82.22,0,2,0
1,0,88.89,0,1,0
1,4,71.11,300,2,0
1,2,71.11,0,3,0
1,8,82.22,0,1,0
1,2,86.67,0,2,0
1,2,82.22,30,1,0
1,4,77.78,0,1,0
1,6,73.33,0,0,1
1,4,86.67,0,1,0
1,4,91.11,400,0,0
1,7,77.78,1100,0,0
2,2,84.44,0,0,0
1,5,84.44,0,0,0
1,5,82.22,0,1,0
1,4,82.22,0,1,0
1,0,93.33,0,0,0
1,1,82.22,0,0,1
2,5,86.67,0,1,0
2,0,88.89,0,0,0
1,1,91.11,0,0,0
1,5,86.67,4000,0,0
1,2,77.78,0,1,0
1,0,88.89,0,0,1
1,3,55.56,1200,1,0
1,4,75.56,0,1,0
2,1,95.56,0,0,0
1,0,88.89,0,0,0
1,0,95.56,0,0,0
1,0,82.22,0,2,0
1,1,77.78,0,3,0
1,1,84.44,1000,0,0
1,1,88.89,0,1,0
1,0,84.44,0,0,1
1,0,77.78,0,0,0
1,3,77.78,0,1,0
1,2,91.11,0,0,0
1,3,66.67,0,1,0
1,0,82.22,0,2,0
1,0,82.22,0,2,0
1,5,97.78,0,0,0
1,8,95.56,0,1,0
1,0,77.78,0,0,0
2,2,82.22,400,1,0
1,3,84.44,2000,2,0
1,0,95.56,400,4,0
1,1,88.89,1000,0,0
1,6,82.22,700,0,0
1,3,80,0,1,0
1,2,77.78,0,0,0
1,0,86.67,0,1,0
1,5,66.67,0,1,0
1,4,91.11,0,0,0
1,5,71.11,1100,0,0
1,5,84.44,0,1,0
1,5,88.89,0,1,0
1,3,68.89,0,2,0
1,5,88.89,600,1,0
1,4,84.44,1500,1,0
1,4,71.11,0,2,0
1,4,77.78,0,1,1
1,3,82.22,0,1,0
1,3,80,0,1,0
2,0,71.11,0,0,0
1,1,77.78,400,3,0
1,6,86.67,0,1,0
1,2,82.22,0,0,0
1,8,84.44,0,1,0
1,0,82.22,0,0,0
1,3,88.89,0,0,0
1,8,84.44,0,2,0
1,6,84.44,50,2,0
1,5,100,800,0,0
1,1,84.44,0,0,0
1,0,80,300,1,0
1,2,86.67,0,0,0
1,2,82.22,250,0,0
1,5,93.33,300,0,0
1,8,71.11,0,1,0
1,4,86.67,0,1,0
1,0,84.44,0,1,0
1,4,75.56,0,1,0
1,1,60,1800,0,0
1,3,84.44,4000,2,0
1,0,80,0,0,0
1,1,84.44,0,0,0
1,0,91.11,0,1,0
1,6,91.11,0,0,0
1,1,77.78,0,0,0
1,4,84.44,0,1,0
1,4,88.89,3000,1,0
1,0,84.44,0,2,1
1,0,80,0,1,0
1,5,93.33,1000,1,0
1,5,82.22,1000,1,0
1,1,75.56,0,1,0
2,3,77.78,650,0,0
1,3,80,800,1,0
