혼인여부 및 배우자 학력,아버지 학력,어머니 학력,부모님 소득,부모님 자산,가정의 경제적 지원
0.0,6,6,4,3,0.0
0.0,4,3,5,4,0.0
0.0,4,4,5,2,0.0
0.0,4,2,4,4,150.0
0.0,7,7,7,4,0.0
0.0,4,3,5,4,0.0
0.0,3,4,3,1,0.0
0.0,4,6,4,4,20.0
0.0,6,4,4,2,0.0
0.0,4,4,3,2,0.0
0.0,3,3,4,2,0.0
0.0,4,4,5,3,0.0
0.0,6,4,5,3,0.0
0.0,5,6,1,1,0.0
0.0,7,7,4,3,0.0
0.0,4,4,6,3,30.0
0.0,4,5,5,3,0.0
0.0,4,6,3,3,0.0
0.0,4,4,2,2,0.0
0.0,6,4,5,6,35.0
0.0,6,6,8,5,50.0
0.0,4,4,3,2,0.0
7.0,3,2,5,3,0.0
0.0,4,4,6,3,0.0
0.0,4,4,3,2,0.0
0.0,6,6,5,3,0.0
0.0,4,4,3,3,0.0
0.0,4,5,4,1,100.0
0.0,6,6,6,4,0.0
6.0,7,6,4,3,0.0
0.0,4,4,6,3,0.0
0.0,7,4,7,3,0.0
0.0,7,6,3,2,0.0
0.0,4,4,8,5,0.0
0.0,4,4,4,3,0.0
0.0,6,4,2,2,30.0
0.0,4,4,2,1,0.0
0.0,4,4,6,1,0.0
6.0,6,4,8,4,0.0
0.0,4,5,1,1,0.0
0.0,3,6,3,1,0.0
0.0,6,4,4,4,0.0
0.0,6,4,3,5,0.0
0.0,2,4,4,1,0.0
0.0,6,6,6,1,0.0
0.0,1,1,0,0,0.0
0.0,6,5,2,1,0.0
0.0,4,4,6,4,0.0
0.0,4,4,4,2,0.0
0.0,6,4,5,2,0.0
0.0,6,6,7,4,0.0
0.0,4,4,6,3,0.0
0.0,6,6,5,1,50.0
0.0,6,4,5,3,0.0
4.0,3,2,3,3,0.0
6.0,1,1,0,0,0.0
0.0,3,6,1,2,0.0
4.0,6,4,0,0,0.0
0.0,4,4,3,2,0.0
0.0,3,4,3,1,0.0
0.0,5,4,4,1,30.0
0.0,4,5,4,2,0.0
0.0,4,4,2,1,0.0
0.0,4,4,5,4,0.0
0.0,4,4,5,1,0.0
0.0,7,6,4,3,0.0
0.0,4,4,4,3,70.0
0.0,4,5,5,2,0.0
0.0,6,4,6,4,0.0
0.0,4,4,3,2,20.0
0.0,4,4,3,2,0.0
0.0,6,6,2,1,0.0
0.0,7,7,2,1,0.0
0.0,7,6,4,2,0.0
0.0,6,6,4,1,50.0
0.0,6,4,3,1,45.0
0.0,7,6,5,3,0.0
0.0,4,4,5,3,0.0
0.0,5,6,5,2,0.0
0.0,7,6,3,3,0.0
0.0,4,4,4,4,20.0
0.0,6,5,5,3,30.0
0.0,5,6,4,1,30.0
0.0,7,6,7,3,0.0
0.0,4,4,5,3,0.0
0.0,6,4,2,2,0.0
0.0,6,4,5,2,0.0
0.0,7,4,2,4,0.0
0.0,4,4,5,3,60.0
0.0,4,4,7,4,0.0
0.0,2,4,3,3,6.0
0.0,6,4,5,4,0.0
0.0,6,6,8,5,0.0
0.0,6,6,6,3,0.0
0.0,6,4,6,5,0.0
6.0,4,4,5,3,0.0
0.0,4,4,4,2,0.0
0.0,4,4,5,4,0.0
0.0,4,4,4,4,0.0
6.0,2,2,0,1,0.0
0.0,6,4,4,5,50.0
0.0,7,5,7,4,0.0
0.0,4,5,2,2,0.0
0.0,5,5,5,2,0.0
0.0,4,4,5,5,0.0
0.0,4,4,6,4,0.0
0.0,4,4,4,1,0.0
0.0,4,4,3,2,30.0
0.0,4,4,2,1,0.0
7.0,2,2,0,0,0.0
6.0,4,4,3,3,0.0
5.0,6,6,3,2,0.0
0.0,6,4,6,5,0.0
0.0,6,6,6,1,0.0
0.0,4,4,6,4,0.0
0.0,2,4,3,2,0.0
0.0,6,4,5,4,0.0
0.0,7,4,8,5,0.0
0.0,7,7,5,3,0.0
0.0,6,6,6,3,30.0
0.0,4,3,3,2,0.0
0.0,5,4,4,3,0.0
0.0,7,6,3,2,0.0
0.0,6,7,7,4,0.0
0.0,4,4,3,4,0.0
0.0,6,4,6,4,0.0
0.0,4,4,3,1,0.0
0.0,7,6,2,1,0.0
0.0,4,6,4,4,0.0
0.0,5,4,4,2,0.0
6.0,4,4,4,4,0.0
0.0,6,6,6,5,0.0
0.0,4,6,5,5,0.0
0.0,7,6,3,1,0.0
0.0,6,6,3,4,15.0
0.0,4,3,3,3,0.0
6.0,5,5,5,6,0.0
0.0,4,4,7,3,0.0
0.0,4,4,5,3,100.0
0.0,6,4,4,3,0.0
0.0,6,7,0,4,120.0
0.0,7,6,6,4,120.0
0.0,2,2,3,3,20.0
0.0,7,7,2,1,0.0
0.0,6,6,1,1,0.0
0.0,6,6,5,3,0.0
0.0,7,6,6,4,0.0
0.0,7,6,7,4,0.0
0.0,4,4,5,2,0.0
0.0,6,6,5,6,0.0
0.0,6,4,6,4,0.0
0.0,4,4,6,4,0.0
0.0,6,5,5,3,0.0
0.0,7,6,7,3,30.0
0.0,6,6,0,6,0.0
0.0,7,6,8,5,0.0
0.0,7,6,5,5,0.0
0.0,6,7,8,4,0.0
0.0,6,6,8,6,0.0
0.0,6,6,5,5,0.0
0.0,6,5,6,4,0.0
0.0,5,4,5,4,0.0
0.0,4,4,3,3,0.0
0.0,7,4,7,5,0.0
0.0,6,6,4,4,0.0
0.0,4,4,3,1,0.0
0.0,4,5,2,1,0.0
0.0,5,4,7,4,0.0
0.0,4,4,7,4,0.0
0.0,6,6,8,3,40.0
0.0,4,4,4,3,0.0
0.0,6,6,8,5,0.0
0.0,6,7,4,6,0.0
0.0,4,4,5,3,0.0
0.0,6,4,6,4,0.0
0.0,4,5,1,1,0.0
0.0,4,4,4,2,0.0
0.0,6,6,8,5,0.0
0.0,4,4,4,3,30.0
0.0,6,4,4,4,0.0
0.0,3,6,5,3,0.0
0.0,4,4,6,4,0.0
0.0,4,4,3,4,0.0
0.0,6,4,5,1,0.0
0.0,4,4,4,3,0.0
0.0,4,4,5,2,0.0
0.0,6,4,7,3,0.0
0.0,3,3,7,4,0.0
0.0,6,4,4,3,0.0
0.0,6,6,6,4,0.0
0.0,4,6,6,5,0.0
0.0,4,4,5,3,0.0
0.0,5,4,8,3,0.0
0.0,6,4,5,3,0.0
0.0,7,6,4,2,50.0
0.0,4,4,4,2,0.0
0.0,6,6,5,3,40.0
0.0,4,4,2,3,0.0
0.0,5,5,6,3,0.0
0.0,5,5,3,3,10.0
0.0,4,4,5,3,0.0
0.0,6,4,6,4,0.0
0.0,6,6,6,4,0.0
0.0,6,6,8,5,0.0
0.0,4,4,3,3,0.0
0.0,6,6,7,5,0.0
0.0,4,4,4,2,0.0
0.0,4,4,7,2,0.0
0.0,4,4,8,6,0.0
0.0,7,6,2,1,20.0
0.0,6,6,7,4,0.0
0.0,6,4,1,3,0.0
0.0,4,4,5,2,100.0
0.0,7,6,6,4,0.0
0.0,7,6,3,2,30.0
0.0,6,6,1,3,0.0
0.0,4,6,4,2,0.0
0.0,2,4,5,3,0.0
0.0,4,6,5,4,0.0
0.0,4,4,3,2,0.0
0.0,4,4,3,5,0.0
0.0,4,4,4,3,0.0
0.0,4,6,2,3,0.0
0.0,6,4,3,1,30.0
0.0,6,4,0,4,0.0
0.0,3,3,4,4,0.0
0.0,6,6,6,4,0.0
0.0,6,6,1,5,0.0
0.0,7,6,6,5,40.0
0.0,6,6,7,5,30.0
0.0,6,6,7,5,0.0
0.0,4,4,3,2,0.0
0.0,4,4,3,2,0.0
0.0,3,3,4,2,0.0
0.0,6,5,1,1,0.0
0.0,4,3,5,4,50.0
0.0,6,5,2,5,0.0
0.0,4,5,5,2,40.0
0.0,4,4,5,3,0.0
0.0,4,4,3,4,0.0
0.0,6,6,5,4,50.0
0.0,3,3,8,5,60.0
0.0,4,6,6,4,40.0
0.0,2,2,2,1,0.0
0.0,6,6,4,3,0.0
0.0,6,6,5,3,30.0
0.0,4,6,7,4,80.0
0.0,7,4,6,3,0.0
0.0,6,6,6,2,0.0
0.0,4,4,6,3,0.0
0.0,7,5,4,3,0.0
0.0,4,5,4,2,0.0
0.0,6,4,4,4,25.0
0.0,6,6,2,1,0.0
0.0,6,5,5,4,30.0
0.0,7,6,8,6,60.0
0.0,6,6,4,2,0.0
0.0,6,6,4,5,0.0
0.0,4,4,3,4,0.0
0.0,6,6,3,5,40.0
0.0,4,3,2,4,0.0
0.0,5,6,8,6,0.0
0.0,4,4,4,3,0.0
0.0,5,4,2,1,0.0
0.0,4,4,4,3,0.0
0.0,6,6,6,4,0.0
0.0,4,4,6,3,0.0
0.0,4,3,2,5,25.0
0.0,6,6,5,3,0.0
0.0,4,4,5,3,0.0
0.0,6,4,6,4,0.0
0.0,4,4,7,5,20.0
0.0,7,4,2,3,0.0
0.0,4,4,8,5,30.0
0.0,4,4,4,3,0.0
0.0,4,4,5,2,20.0
0.0,6,6,4,4,0.0
0.0,4,4,6,4,0.0
6.0,6,6,3,5,0.0
0.0,6,6,3,3,30.0
0.0,4,6,3,4,0.0
0.0,7,7,1,1,0.0
0.0,4,4,6,4,40.0
0.0,6,6,5,3,0.0
0.0,5,4,3,3,0.0
0.0,6,6,6,5,0.0
0.0,3,2,3,2,0.0
0.0,6,4,5,4,20.0
0.0,6,6,2,1,0.0
0.0,6,4,6,4,0.0
0.0,4,4,3,6,0.0
0.0,6,4,2,5,0.0
0.0,6,7,8,5,50.0
0.0,6,6,1,1,30.0
0.0,4,5,0,0,0.0
0.0,5,5,6,4,20.0
0.0,5,4,4,1,0.0
0.0,4,4,6,3,0.0
0.0,7,7,8,5,0.0
0.0,6,4,5,3,0.0
0.0,6,4,4,3,30.0
0.0,6,6,6,3,0.0
0.0,4,4,4,3,0.0
0.0,6,6,2,3,0.0
0.0,4,4,4,3,0.0
0.0,5,6,6,3,0.0
0.0,4,4,4,3,0.0
0.0,6,6,6,5,0.0
0.0,7,7,7,4,160.0
0.0,6,7,7,6,50.0
0.0,6,6,5,5,0.0
0.0,4,4,3,3,0.0
0.0,7,4,6,3,0.0
0.0,3,4,3,2,0.0
0.0,6,4,5,4,0.0
0.0,4,4,4,4,0.0
0.0,3,4,3,2,0.0
7.0,4,4,3,3,0.0
7.0,4,4,8,6,0.0
0.0,6,6,6,3,30.0
0.0,6,6,3,1,0.0
0.0,6,4,3,4,0.0
0.0,6,5,7,5,0.0
0.0,6,7,5,4,50.0
0.0,6,6,5,6,100.0
0.0,6,6,7,6,100.0
0.0,4,4,5,3,0.0
0.0,7,6,8,6,200.0
0.0,3,3,5,2,0.0
0.0,3,3,3,3,0.0
0.0,6,5,3,4,40.0
0.0,4,6,2,1,30.0
0.0,4,4,3,2,0.0
0.0,5,4,6,3,0.0
0.0,7,6,7,5,0.0
0.0,4,4,5,3,0.0
0.0,5,4,3,1,0.0
0.0,2,2,3,5,0.0
0.0,4,4,5,3,0.0
0.0,3,4,5,4,100.0
0.0,3,3,3,1,0.0
0.0,4,4,6,4,0.0
0.0,6,6,1,1,0.0
0.0,7,6,7,6,10.0
0.0,4,4,7,5,0.0
0.0,4,3,3,1,0.0
0.0,4,4,7,5,0.0
0.0,4,4,6,5,0.0
0.0,4,4,4,5,0.0
0.0,4,4,6,4,0.0
0.0,7,6,5,5,0.0
0.0,4,4,4,4,0.0
0.0,6,6,6,4,0.0
0.0,4,4,3,2,0.0
0.0,6,6,7,5,0.0
0.0,3,3,3,3,0.0
0.0,7,6,7,5,80.0
0.0,6,2,5,5,0.0
0.0,7,6,8,5,0.0
0.0,6,4,5,5,50.0
0.0,6,6,2,2,0.0
0.0,5,4,5,4,35.0
0.0,6,4,8,6,0.0
0.0,4,5,4,2,0.0
0.0,4,3,7,6,0.0
0.0,6,4,6,5,0.0
0.0,4,4,5,1,0.0
0.0,6,7,3,3,0.0
0.0,4,4,5,3,0.0
0.0,4,4,2,2,0.0
0.0,4,4,4,2,0.0
0.0,4,4,3,3,0.0
0.0,6,6,6,1,0.0
0.0,5,5,5,2,0.0
0.0,4,4,4,2,0.0
0.0,4,4,0,1,0.0
0.0,4,6,6,4,0.0
0.0,5,4,8,5,0.0
0.0,6,7,3,4,0.0
0.0,4,4,5,5,0.0
0.0,6,7,5,4,0.0
0.0,4,4,7,6,0.0
0.0,1,4,2,1,0.0
0.0,4,4,3,3,0.0
0.0,4,4,5,3,0.0
0.0,5,5,3,4,0.0
0.0,7,4,7,4,0.0
0.0,4,4,6,3,0.0
0.0,2,3,5,4,0.0
0.0,2,2,2,1,0.0
0.0,4,4,5,3,0.0
0.0,7,4,5,4,0.0
6.0,4,4,4,3,0.0
0.0,6,6,4,3,40.0
0.0,4,4,2,2,0.0
0.0,6,6,5,4,10.0
6.0,6,6,5,3,0.0
0.0,5,4,2,3,0.0
0.0,4,4,5,3,40.0
0.0,3,3,4,5,0.0
0.0,6,6,5,3,0.0
0.0,6,4,1,1,0.0
0.0,4,4,6,5,50.0
0.0,2,4,6,4,30.0
0.0,4,4,6,3,0.0
0.0,4,4,3,3,80.0
0.0,4,4,5,2,0.0
0.0,5,5,3,2,0.0
0.0,6,6,6,4,0.0
0.0,6,6,7,5,0.0
0.0,6,6,6,4,0.0
0.0,2,4,5,3,0.0
0.0,5,4,3,3,0.0
0.0,6,5,4,5,0.0
0.0,6,6,6,3,0.0
0.0,4,4,5,3,10.0
0.0,6,6,6,4,0.0
0.0,4,4,4,2,0.0
0.0,4,5,4,1,0.0
0.0,2,4,6,4,0.0
0.0,6,6,7,2,0.0
0.0,7,4,4,2,0.0
0.0,4,4,3,3,0.0
0.0,2,2,4,3,0.0
0.0,6,4,3,2,0.0
0.0,4,4,2,4,0.0
0.0,6,6,5,4,0.0
0.0,7,6,6,5,0.0
0.0,4,4,6,4,0.0
0.0,4,4,0,5,0.0
0.0,6,6,5,2,0.0
0.0,3,4,3,1,0.0
0.0,7,5,3,1,0.0
0.0,6,6,7,6,0.0
0.0,7,6,6,3,0.0
0.0,6,7,7,5,0.0
0.0,6,4,5,1,0.0
0.0,7,6,8,6,0.0
0.0,6,6,4,4,0.0
0.0,7,6,5,6,0.0
0.0,5,4,5,4,0.0
0.0,4,4,4,2,0.0
0.0,6,4,4,3,0.0
0.0,5,4,3,1,0.0
0.0,6,4,4,2,0.0
0.0,6,5,6,3,20.0
0.0,7,6,2,4,0.0
0.0,4,4,4,3,0.0
0.0,7,6,3,2,30.0
6.0,7,4,3,1,0.0
0.0,6,7,8,4,0.0
0.0,2,4,2,4,20.0
0.0,3,3,2,1,0.0
0.0,3,2,4,3,0.0
0.0,7,7,8,4,130.0
0.0,6,6,6,2,0.0
0.0,4,4,6,4,0.0
0.0,5,5,6,3,0.0
0.0,7,6,6,6,0.0
0.0,7,4,3,1,0.0
0.0,4,4,2,2,30.0
0.0,5,4,3,1,0.0
0.0,6,6,8,6,80.0
0.0,4,4,3,4,0.0
0.0,4,4,3,4,50.0
0.0,4,4,8,5,0.0
0.0,3,4,6,2,0.0
6.0,6,4,4,4,0.0
0.0,4,4,6,4,0.0
0.0,4,3,3,2,0.0
0.0,4,5,6,5,0.0
0.0,6,5,8,2,0.0
0.0,4,4,3,1,0.0
0.0,4,4,4,3,0.0
0.0,6,3,2,4,0.0
0.0,6,5,8,6,100.0
0.0,4,3,2,1,0.0
0.0,6,6,4,3,0.0
0.0,4,4,5,3,0.0
0.0,6,4,5,1,0.0
0.0,5,4,6,3,25.0
0.0,6,6,7,3,50.0
0.0,6,4,8,4,0.0
0.0,4,4,3,3,0.0
0.0,4,3,3,2,0.0
0.0,6,6,3,4,40.0
0.0,6,5,6,3,0.0
0.0,6,6,4,3,0.0
5.0,7,6,6,5,0.0
0.0,4,3,3,3,0.0
0.0,5,5,6,2,0.0
0.0,6,5,5,4,0.0
0.0,6,4,6,5,0.0
0.0,6,5,5,4,0.0
0.0,4,4,5,3,60.0
0.0,4,3,6,2,0.0
0.0,6,6,6,5,0.0
0.0,6,7,5,2,0.0
0.0,4,4,5,1,0.0
0.0,4,4,3,2,0.0
0.0,2,2,1,2,0.0
0.0,6,4,3,1,0.0
0.0,3,4,4,6,0.0
0.0,6,4,7,5,0.0
0.0,5,4,6,4,0.0
0.0,7,4,6,5,0.0
0.0,6,6,5,2,0.0
0.0,4,4,6,1,0.0
0.0,6,2,2,2,0.0
0.0,6,4,3,3,10.0
0.0,4,4,3,2,20.0
0.0,4,4,5,3,0.0
0.0,6,7,8,4,0.0
0.0,4,4,6,3,0.0
0.0,7,7,0,2,0.0
0.0,4,4,3,1,0.0
0.0,7,6,7,5,0.0
0.0,4,4,5,4,30.0
0.0,4,6,5,2,0.0
0.0,6,3,6,2,15.0
0.0,3,2,2,1,0.0
0.0,6,6,6,6,0.0
0.0,6,6,7,5,10.0
0.0,4,4,2,1,0.0
0.0,4,4,7,3,0.0
0.0,4,4,6,5,40.0
0.0,6,4,6,4,0.0
0.0,7,6,8,5,30.0
0.0,4,4,4,4,50.0
0.0,3,3,3,3,0.0
0.0,4,4,5,1,30.0
0.0,4,4,4,3,0.0
0.0,6,6,6,3,30.0
0.0,1,1,3,3,100.0
0.0,4,4,5,4,0.0
0.0,6,6,7,6,100.0
0.0,4,3,8,3,0.0
0.0,4,6,4,4,0.0
0.0,6,5,6,3,0.0
0.0,3,4,5,3,50.0
0.0,6,6,6,5,20.0
0.0,4,4,4,5,30.0
0.0,5,4,5,4,0.0
0.0,6,4,0,4,0.0
0.0,6,6,3,1,100.0
0.0,6,6,1,4,0.0
0.0,7,6,5,4,0.0
0.0,5,4,6,4,0.0
0.0,4,2,3,2,0.0
0.0,6,6,6,5,50.0
0.0,6,6,5,5,0.0
0.0,4,4,2,4,0.0
0.0,7,6,8,6,0.0
0.0,7,5,7,4,0.0
0.0,6,4,4,4,0.0
0.0,4,4,5,4,0.0
0.0,5,4,8,6,0.0
0.0,6,4,6,4,0.0
0.0,4,4,3,4,0.0
0.0,6,6,5,6,0.0
0.0,4,4,2,4,0.0
0.0,4,4,5,2,0.0
0.0,6,6,4,3,0.0
0.0,6,6,5,4,0.0
0.0,6,6,5,2,15.0
0.0,4,4,4,3,0.0
0.0,4,3,4,2,0.0
0.0,6,6,5,3,0.0
0.0,6,6,5,3,0.0
0.0,6,4,1,1,0.0
0.0,2,2,2,1,0.0
0.0,4,4,4,2,45.0
0.0,6,6,5,4,160.0
0.0,4,4,4,2,40.0
0.0,4,4,5,3,60.0
0.0,5,4,7,6,0.0
0.0,5,4,4,2,0.0
0.0,6,6,8,5,0.0
0.0,4,3,3,3,20.0
0.0,6,5,3,2,30.0
0.0,4,4,5,5,0.0
0.0,6,6,2,1,0.0
0.0,6,4,6,5,30.0
0.0,4,4,3,3,0.0
0.0,4,3,7,6,0.0
0.0,4,4,4,2,0.0
0.0,7,6,5,3,85.0
0.0,2,2,4,1,0.0
0.0,7,6,5,4,30.0
0.0,4,4,4,3,0.0
0.0,6,4,3,1,30.0
0.0,2,3,5,3,30.0
0.0,4,5,0,1,0.0
0.0,4,4,5,3,0.0
0.0,7,4,5,3,0.0
0.0,6,4,5,3,0.0
0.0,4,4,2,2,0.0
0.0,4,4,4,3,0.0
0.0,6,6,3,5,0.0
0.0,6,5,7,4,40.0
0.0,6,5,5,4,20.0
0.0,6,6,1,5,0.0
0.0,4,7,4,2,0.0
0.0,4,4,4,1,50.0
0.0,6,6,5,3,0.0
0.0,4,4,4,3,0.0
0.0,6,5,5,3,0.0
0.0,4,4,7,4,0.0
0.0,6,6,8,4,40.0
0.0,6,6,5,4,0.0
0.0,7,6,3,3,0.0
0.0,4,4,6,4,30.0
0.0,6,4,0,5,0.0
0.0,4,4,3,5,0.0
0.0,6,6,4,3,0.0
0.0,4,4,4,2,20.0
0.0,4,4,2,1,0.0
0.0,6,4,6,3,50.0
0.0,5,4,5,3,0.0
0.0,4,4,4,3,0.0
0.0,4,4,4,4,0.0
0.0,4,4,5,3,0.0
0.0,6,6,6,2,0.0
0.0,6,6,5,4,0.0
0.0,4,4,5,5,0.0
0.0,6,4,6,5,0.0
0.0,4,4,5,5,0.0
0.0,4,6,4,4,0.0
0.0,4,3,3,1,0.0
0.0,4,4,3,3,0.0
0.0,5,4,5,3,0.0
0.0,7,6,6,4,0.0
0.0,4,4,5,4,0.0
0.0,6,4,4,3,50.0
0.0,6,6,8,3,50.0
0.0,7,6,8,5,0.0
0.0,4,4,4,1,0.0
0.0,3,3,5,4,60.0
0.0,4,4,4,3,0.0
0.0,6,6,6,3,0.0
0.0,4,4,4,2,0.0
0.0,4,4,3,3,50.0
0.0,6,4,4,1,30.0
0.0,4,4,4,2,20.0
0.0,6,4,7,4,50.0
0.0,4,4,4,3,0.0
0.0,4,3,7,2,100.0
0.0,6,6,5,3,0.0
0.0,2,2,2,2,0.0
0.0,5,4,2,1,0.0
0.0,6,6,5,4,0.0
0.0,4,4,5,3,20.0
0.0,6,4,7,6,0.0
0.0,4,4,2,1,0.0
0.0,3,2,7,4,0.0
0.0,4,4,8,6,0.0
6.0,6,4,7,1,0.0
0.0,4,4,3,2,0.0
0.0,2,2,4,3,0.0
0.0,4,4,6,4,30.0
0.0,4,4,3,3,0.0
0.0,3,3,5,3,0.0
0.0,3,2,3,3,0.0
4.0,2,1,0,1,0.0
0.0,3,3,3,3,0.0
0.0,5,4,5,2,0.0
0.0,4,4,3,3,0.0
0.0,4,3,4,3,0.0
6.0,3,3,2,1,0.0
0.0,6,4,5,3,0.0
0.0,6,4,3,2,100.0
0.0,3,3,4,2,0.0
0.0,4,4,6,4,0.0
0.0,4,4,4,2,0.0
0.0,6,6,3,1,10.0
0.0,2,2,2,2,0.0
0.0,7,4,6,2,0.0
0.0,4,6,5,4,100.0
0.0,6,4,2,3,0.0
0.0,4,4,4,2,15.0
0.0,4,4,2,3,0.0
0.0,6,6,5,5,0.0
0.0,5,4,5,5,40.0
0.0,4,3,5,5,0.0
0.0,4,5,5,2,60.0
0.0,3,2,3,3,30.0
0.0,6,6,3,3,30.0
0.0,6,6,3,3,0.0
0.0,4,4,5,2,0.0
0.0,4,4,6,4,0.0
0.0,4,4,6,5,0.0
0.0,6,6,7,5,40.0
0.0,4,4,6,3,0.0
0.0,6,4,4,3,0.0
0.0,4,4,4,4,0.0
0.0,5,4,4,3,0.0
0.0,6,4,5,5,0.0
0.0,6,4,6,3,0.0
0.0,4,4,6,5,0.0
0.0,4,4,5,2,0.0
0.0,4,4,2,3,0.0
0.0,5,6,2,4,0.0
0.0,4,4,5,1,0.0
0.0,6,5,4,3,0.0
0.0,6,4,3,2,0.0
0.0,4,4,4,2,30.0
0.0,6,6,4,4,50.0
0.0,6,6,3,2,0.0
0.0,4,4,3,2,0.0
0.0,4,4,4,3,0.0
0.0,4,4,2,4,30.0
0.0,4,4,3,1,30.0
0.0,6,4,4,2,0.0
5.0,4,2,4,3,0.0
0.0,3,3,5,2,0.0
0.0,3,2,2,3,0.0
0.0,4,3,3,2,0.0
0.0,4,4,1,1,0.0
0.0,7,6,4,4,0.0
0.0,6,6,5,2,30.0
0.0,7,4,3,5,0.0
0.0,2,4,2,2,0.0
0.0,4,4,5,3,0.0
0.0,2,2,1,1,0.0
0.0,6,4,4,2,40.0
5.0,4,3,2,4,0.0
0.0,6,7,3,1,20.0
0.0,3,4,3,1,0.0
0.0,5,2,4,4,50.0
0.0,6,6,7,6,0.0
5.0,2,2,3,2,0.0
0.0,6,4,3,3,0.0
0.0,4,3,4,2,0.0
0.0,6,6,4,4,30.0
0.0,2,4,3,3,0.0
0.0,4,4,6,4,0.0
0.0,3,3,3,2,0.0
0.0,4,4,4,3,0.0
0.0,6,6,6,5,0.0
0.0,6,6,5,5,0.0
0.0,7,6,8,4,0.0
0.0,1,1,1,1,0.0
0.0,4,4,7,6,0.0
0.0,6,6,8,6,0.0
0.0,4,4,2,2,0.0
0.0,4,4,6,4,0.0
0.0,4,3,4,3,70.0
0.0,4,4,4,2,0.0
0.0,6,5,0,5,0.0
0.0,4,4,5,5,0.0
0.0,2,2,3,4,0.0
0.0,4,4,3,2,0.0
0.0,4,4,2,2,0.0
0.0,6,6,3,6,0.0
0.0,7,6,7,6,50.0
0.0,6,4,4,4,170.0
0.0,7,7,6,4,0.0
0.0,6,6,3,5,0.0
0.0,4,4,3,3,0.0
0.0,2,3,3,4,10.0
0.0,5,6,6,4,0.0
0.0,6,4,6,5,0.0
0.0,6,4,1,5,0.0
0.0,6,6,7,5,0.0
0.0,4,4,6,2,15.0
0.0,4,4,3,4,30.0
4.0,1,1,1,1,0.0
0.0,4,4,5,4,30.0
0.0,4,4,3,3,0.0
0.0,7,7,5,3,40.0
0.0,4,4,5,1,0.0
0.0,3,6,3,3,80.0
0.0,4,4,4,3,0.0
0.0,4,4,3,2,0.0
0.0,5,4,3,3,0.0
0.0,4,2,5,2,40.0
0.0,4,6,1,1,30.0
0.0,6,6,8,4,10.0
0.0,5,4,4,5,0.0
0.0,4,4,3,3,0.0
0.0,2,2,2,1,0.0
0.0,6,5,3,3,240.0
0.0,4,4,4,5,30.0
0.0,6,6,7,5,0.0
0.0,4,5,4,3,0.0
0.0,4,5,7,2,30.0
0.0,4,4,3,3,0.0
0.0,2,3,5,3,0.0
6.0,5,4,8,6,0.0
0.0,6,4,6,5,0.0
6.0,4,3,3,3,0.0
0.0,4,4,3,2,0.0
0.0,6,6,5,5,0.0
0.0,6,4,3,1,0.0
0.0,4,4,4,5,0.0
0.0,4,4,6,3,100.0
0.0,2,4,3,2,0.0
0.0,6,6,5,4,20.0
0.0,6,4,2,1,0.0
0.0,4,3,3,2,0.0
0.0,6,6,5,3,0.0
0.0,6,6,7,5,0.0
0.0,4,4,6,4,0.0
6.0,4,6,3,3,0.0
6.0,4,4,6,2,0.0
0.0,4,4,6,3,0.0
0.0,3,4,0,1,0.0
0.0,4,4,5,2,0.0
0.0,4,4,4,3,20.0
0.0,4,2,3,3,0.0
0.0,7,4,4,5,0.0
0.0,4,4,4,4,50.0
0.0,3,3,2,2,0.0
0.0,5,6,2,1,0.0
0.0,7,7,7,5,40.0
0.0,4,3,3,3,20.0
0.0,4,4,2,1,0.0
0.0,7,6,6,3,50.0
0.0,4,4,5,5,50.0
0.0,6,6,6,4,0.0
0.0,4,4,7,5,80.0
0.0,4,4,5,4,20.0
0.0,6,5,6,4,50.0
0.0,5,4,5,3,50.0
0.0,7,6,8,6,0.0
0.0,6,6,6,2,30.0
0.0,4,4,6,5,20.0
0.0,6,6,6,4,0.0
0.0,2,4,2,4,0.0
0.0,6,6,6,3,0.0
0.0,6,5,3,2,0.0
0.0,3,3,3,2,10.0
0.0,5,4,5,3,0.0
0.0,3,4,3,3,20.0
0.0,6,4,5,4,0.0
0.0,3,3,3,2,0.0
0.0,6,6,6,4,50.0
0.0,3,2,3,3,50.0
0.0,5,4,7,3,20.0
0.0,6,5,6,4,70.0
0.0,7,4,4,3,20.0
0.0,4,4,5,3,0.0
0.0,6,4,4,6,0.0
0.0,6,6,4,2,40.0
0.0,6,6,4,3,0.0
0.0,6,6,6,3,0.0
0.0,6,6,2,2,0.0
0.0,4,4,6,3,0.0
0.0,6,6,4,4,0.0
0.0,1,4,6,2,0.0
0.0,6,6,6,5,0.0
0.0,4,4,3,3,0.0
0.0,7,6,4,2,0.0
0.0,6,6,0,2,0.0
0.0,6,4,6,4,0.0
0.0,6,6,5,3,0.0
0.0,4,4,4,4,0.0
0.0,3,4,4,4,0.0
0.0,5,6,3,2,0.0
0.0,2,2,7,1,0.0
0.0,2,3,6,3,0.0
0.0,4,4,4,1,25.0
0.0,6,6,5,4,0.0
0.0,4,4,2,1,0.0
0.0,5,4,7,3,0.0
0.0,7,6,6,3,0.0
0.0,6,4,6,3,0.0
0.0,4,4,4,3,0.0
0.0,4,3,5,4,20.0
0.0,4,4,6,3,50.0
0.0,4,4,2,3,0.0
